Address,Name,Online_Order,Book_Table,Rating,Contact,Location,Restaurant_Type,Cuisines,Budget,Persons,Listed(Type),Listed(City),
"Shahrah-e-Pakistan, Federal B Area Block 6 Gulberg Town, Karachi, Karachi City, Sindh",KFC,Yes,No,4.2,021-111532532,Federal B Area Block 6 Gulberg Town,"Lunch,
Quick bites",FastFood,5800,10,Lunch,Karachi,
"Shahrah-e-Pakistan, Federal B Area Block 6 Gulberg Town, Karachi, Karachi City, Sindh",KFC,Yes,No,4.2,021-111532532,Federal B Area Block 6 Gulberg Town,"Lunch,
Quick bites",Beverages,5800,10,Lunch,Karachi,
"Street #2, Block H North Nazimabad Town, Karachi, Karachi City, Sindh 74596",Tasty Foods,No,No,5,0323 2001734,Block H North Nazimabad Town,"Lunch,
Quick bites",FastFood,950,2,Lunch,Karachi,
"Street #2, Block H North Nazimabad Town, Karachi, Karachi City, Sindh 74596",Tasty Foods,No,No,5,0323 2001734,Block H North Nazimabad Town,"Lunch,
Quick bites",Beverages,950,2,Lunch,Karachi,
"Street #2, Block H North Nazimabad Town, Karachi, Karachi City, Sindh 74597",Tasty Foods,No,No,5,0323 2001734,Block H North Nazimabad Town,"Lunch,
Quick bites",FastFood,1800,4,Lunch,Karachi,
"Street #2, Block H North Nazimabad Town, Karachi, Karachi City, Sindh 74597",Tasty Foods,No,No,5,0323 2001734,Block H North Nazimabad Town,"Lunch,
Quick bites",Beverages,1800,4,Lunch,Karachi,
"Street #2, Block H North Nazimabad Town, Karachi, Karachi City, Sindh 74598",Tasty Foods,No,No,5,0323 2001734,Block H North Nazimabad Town,"Lunch,
Quick bites",Beverages,2750,6,Lunch,Karachi,
"Street #2, Block H North Nazimabad Town, Karachi, Karachi City, Sindh 74598",Tasty Foods,No,No,5,0323 2001734,Block H North Nazimabad Town,"Lunch,
Quick bites",Beverages,2750,6,Lunch,Karachi,
"Street #2, Block H North Nazimabad Town, Karachi, Karachi City, Sindh 74599",Tasty Foods,No,No,5,0323 2001734,Block H North Nazimabad Town,"Lunch,
Quick bites",FastFood,3599,8,Lunch,Karachi,
"Street #2, Block H North Nazimabad Town, Karachi, Karachi City, Sindh 74599",Tasty Foods,No,No,5,0323 2001734,Block H North Nazimabad Town,"Lunch,
Quick bites",Beverages,3599,8,Lunch,Karachi,
"Street #2, Block H North Nazimabad Town, Karachi, Karachi City, Sindh 74600",Tasty Foods,No,No,5,0323 2001734,Block H North Nazimabad Town,"Lunch,
Quick bites",FastFood,4550,10,Lunch,Karachi,
"Street #2, Block H North Nazimabad Town, Karachi, Karachi City, Sindh 74600",Tasty Foods,No,No,5,0323 2001734,Block H North Nazimabad Town,"Lunch,
Quick bites",Beverages,4550,10,Lunch,Karachi,
"1st floor, Plot B64, Street 6, B 64, near Chugtai lab, Block L North Nazimabad Town, Karachi, Karachi City, Sindh",Cafe Bistrovia,Yes,No,3.9,0331 8866371,Block L North Nazimabad Town,"Lunch,
Quick bites",FastFood,1300,2,Lunch,Karachi,
"1st floor, Plot B64, Street 6, B 64, near Chugtai lab, Block L North Nazimabad Town, Karachi, Karachi City, Sindh",Cafe Bistrovia,Yes,No,3.9,0331 8866371,Block L North Nazimabad Town,"Lunch,
Quick bites",Chinese,1300,2,Lunch,Karachi,
"1st floor, Plot B64, Street 6, B 64, near Chugtai lab, Block L North Nazimabad Town, Karachi, Karachi City, Sindh",Cafe Bistrovia,Yes,No,3.9,0331 8866371,Block L North Nazimabad Town,"Lunch,
Quick bites","Italian
",1300,2,Lunch,Karachi,
"1st floor, Plot B64, Street 6, B 64, near Chugtai lab, Block L North Nazimabad Town, Karachi, Karachi City, Sindh",Cafe Bistrovia,Yes,No,3.9,0331 8866371,Block L North Nazimabad Town,"Lunch,
Quick bites",Beverages,1300,2,Lunch,Karachi,
"2nd floor, Plot B64, Street 6, B 64, near Chugtai lab, Block L North Nazimabad Town, Karachi, Karachi City, Sindh",Cafe Bistrovia,Yes,No,3.9,0331 8866371,Block L North Nazimabad Town,"Lunch,
Quick bites",FastFood,2650,4,Lunch,Karachi,
"2nd floor, Plot B64, Street 6, B 64, near Chugtai lab, Block L North Nazimabad Town, Karachi, Karachi City, Sindh",Cafe Bistrovia,Yes,No,3.9,0331 8866371,Block L North Nazimabad Town,"Lunch,
Quick bites",Chinese,2650,4,Lunch,Karachi,
"2nd floor, Plot B64, Street 6, B 64, near Chugtai lab, Block L North Nazimabad Town, Karachi, Karachi City, Sindh",Cafe Bistrovia,Yes,No,3.9,0331 8866371,Block L North Nazimabad Town,"Lunch,
Quick bites","Italian
",2650,4,Lunch,Karachi,
"2nd floor, Plot B64, Street 6, B 64, near Chugtai lab, Block L North Nazimabad Town, Karachi, Karachi City, Sindh",Cafe Bistrovia,Yes,No,3.9,0331 8866371,Block L North Nazimabad Town,"Lunch,
Quick bites",Beverages,2650,4,Lunch,Karachi,
"1st floor, Plot B64, Street 6, B 64, near Chugtai lab, Block L North Nazimabad Town, Karachi, Karachi City, Sindh",Cafe Bistrovia,Yes,No,3.9,0331 8866371,Block L North Nazimabad Town,"Lunch,
Quick bites",FastFood,4199,6,Lunch,Karachi,
"1st floor, Plot B64, Street 6, B 64, near Chugtai lab, Block L North Nazimabad Town, Karachi, Karachi City, Sindh",Cafe Bistrovia,Yes,No,3.9,0331 8866371,Block L North Nazimabad Town,"Lunch,
Quick bites",Chinese,4199,6,Lunch,Karachi,
"1st floor, Plot B64, Street 6, B 64, near Chugtai lab, Block L North Nazimabad Town, Karachi, Karachi City, Sindh",Cafe Bistrovia,Yes,No,3.9,0331 8866371,Block L North Nazimabad Town,"Lunch,
Quick bites","Italian
",4199,6,Lunch,Karachi,
"1st floor, Plot B64, Street 6, B 64, near Chugtai lab, Block L North Nazimabad Town, Karachi, Karachi City, Sindh",Cafe Bistrovia,Yes,No,3.9,0331 8866371,Block L North Nazimabad Town,"Lunch,
Quick bites",Beverages,4199,6,Lunch,Karachi,
"0th floor, Plot B64, Street 6, B 64, near Chugtai lab, Block L North Nazimabad Town, Karachi, Karachi City, Sindh",Cafe Bistrovia,Yes,No,3.9,0331 8866371,Block L North Nazimabad Town,"Lunch,
Quick bites",FastFood,5499,8,Lunch,Karachi,
"0th floor, Plot B64, Street 6, B 64, near Chugtai lab, Block L North Nazimabad Town, Karachi, Karachi City, Sindh",Cafe Bistrovia,Yes,No,3.9,0331 8866371,Block L North Nazimabad Town,"Lunch,
Quick bites",Chinese,5499,8,Lunch,Karachi,
"0th floor, Plot B64, Street 6, B 64, near Chugtai lab, Block L North Nazimabad Town, Karachi, Karachi City, Sindh",Cafe Bistrovia,Yes,No,3.9,0331 8866371,Block L North Nazimabad Town,"Lunch,
Quick bites","Italian
",5499,8,Lunch,Karachi,
"0th floor, Plot B64, Street 6, B 64, near Chugtai lab, Block L North Nazimabad Town, Karachi, Karachi City, Sindh",Cafe Bistrovia,Yes,No,3.9,0331 8866371,Block L North Nazimabad Town,"Lunch,
Quick bites","Beverages
",5499,8,Lunch,Karachi,
"1st floor, Plot B64, Street 6, B 64, near Chugtai lab, Block L North Nazimabad Town, Karachi, Karachi City, Sindh",Cafe Bistrovia,Yes,No,3.9,0331 8866371,Block L North Nazimabad Town,"Lunch,
Quick bites",FastFood,6899,10,Lunch,Karachi,
"1st floor, Plot B64, Street 6, B 64, near Chugtai lab, Block L North Nazimabad Town, Karachi, Karachi City, Sindh",Cafe Bistrovia,Yes,No,3.9,0331 8866371,Block L North Nazimabad Town,"Lunch,
Quick bites",Chinese,6899,10,Lunch,Karachi,
"1st floor, Plot B64, Street 6, B 64, near Chugtai lab, Block L North Nazimabad Town, Karachi, Karachi City, Sindh",Cafe Bistrovia,Yes,No,3.9,0331 8866371,Block L North Nazimabad Town,"Lunch,
Quick bites","Italian
",6899,10,Lunch,Karachi,
"1st floor, Plot B64, Street 6, B 64, near Chugtai lab, Block L North Nazimabad Town, Karachi, Karachi City, Sindh",Cafe Bistrovia,Yes,No,3.9,0331 8866371,Block L North Nazimabad Town,"Lunch,
Quick bites",Beverages,6899,10,Lunch,Karachi,
"W2RV+2Q2? Plot D? Sharah-e-Sher Shah Suri, Block D North Nazimabad Town, Karachi, Karachi City, Sindh",United King,Yes,No,4.3,021-36637000,Block D North Nazimabad Town,"Lunch,
Quick bites",FastFood,1000,2,Lunch,Karachi,
"W2RV+2Q2? Plot D? Sharah-e-Sher Shah Suri, Block D North Nazimabad Town, Karachi, Karachi City, Sindh",United King,Yes,No,4.3,021-36637000,Block D North Nazimabad Town,"Lunch,
Quick bites",Pakistani,1000,2,Lunch,Karachi,
"W2RV+2Q2? Plot D? Sharah-e-Sher Shah Suri, Block D North Nazimabad Town, Karachi, Karachi City, Sindh",United King,Yes,No,4.3,021-36637000,Block D North Nazimabad Town,"Lunch,
Quick bites",Beverages,1000,2,Lunch,Karachi,
"W2RV+2Q2? Plot D? Sharah-e-Sher Shah Suri, Block D North Nazimabad Town, Karachi, Karachi City, Sindh",United King,Yes,No,4.3,021-36637000,Block D North Nazimabad Town,"Lunch,
Quick bites",FastFood,2099,4,Lunch,Karachi,
"W2RV+2Q2? Plot D? Sharah-e-Sher Shah Suri, Block D North Nazimabad Town, Karachi, Karachi City, Sindh",United King,Yes,No,4.3,021-36637000,Block D North Nazimabad Town,"Lunch,
Quick bites",Pakistani,2099,4,Lunch,Karachi,
"W2RV+2Q2? Plot D? Sharah-e-Sher Shah Suri, Block D North Nazimabad Town, Karachi, Karachi City, Sindh",United King,Yes,No,4.3,021-36637000,Block D North Nazimabad Town,"Lunch,
Quick bites",Beverages,2099,4,Lunch,Karachi,
"W2RV+2Q2? Plot D? Sharah-e-Sher Shah Suri, Block D North Nazimabad Town, Karachi, Karachi City, Sindh",United King,Yes,No,4.3,021-36637000,Block D North Nazimabad Town,"Lunch,
Quick bites",FastFood,3200,6,Lunch,Karachi,
"W2RV+2Q2? Plot D? Sharah-e-Sher Shah Suri, Block D North Nazimabad Town, Karachi, Karachi City, Sindh",United King,Yes,No,4.3,021-36637000,Block D North Nazimabad Town,"Lunch,
Quick bites",Pakistani,3200,6,Lunch,Karachi,
"W2RV+2Q2? Plot D? Sharah-e-Sher Shah Suri, Block D North Nazimabad Town, Karachi, Karachi City, Sindh",United King,Yes,No,4.3,021-36637000,Block D North Nazimabad Town,"Lunch,
Quick bites",Beverages,3200,6,Lunch,Karachi,
"W2RV+2Q2? Plot D? Sharah-e-Sher Shah Suri, Block D North Nazimabad Town, Karachi, Karachi City, Sindh",United King,Yes,No,4.3,021-36637000,Block D North Nazimabad Town,"Lunch,
Quick bites",FastFood,4200,8,Lunch,Karachi,
"W2RV+2Q2? Plot D? Sharah-e-Sher Shah Suri, Block D North Nazimabad Town, Karachi, Karachi City, Sindh",United King,Yes,No,4.3,021-36637000,Block D North Nazimabad Town,"Lunch,
Quick bites","Pakistani
",4200,8,Lunch,Karachi,
"W2RV+2Q2? Plot D? Sharah-e-Sher Shah Suri, Block D North Nazimabad Town, Karachi, Karachi City, Sindh",United King,Yes,No,4.3,021-36637000,Block D North Nazimabad Town,"Lunch,
Quick bites",Beverages,4200,8,Lunch,Karachi,
"W2RV+2Q2? Plot D? Sharah-e-Sher Shah Suri, Block D North Nazimabad Town, Karachi, Karachi City, Sindh",United King,Yes,No,4.3,021-36637000,Block D North Nazimabad Town,"Lunch,
Quick bites",FastFood,5250,10,Lunch,Karachi,
"W2RV+2Q2? Plot D? Sharah-e-Sher Shah Suri, Block D North Nazimabad Town, Karachi, Karachi City, Sindh",United King,Yes,No,4.3,021-36637000,Block D North Nazimabad Town,"Lunch,
Quick bites",Pakistani,5250,10,Lunch,Karachi,
"W2RV+2Q2? Plot D? Sharah-e-Sher Shah Suri, Block D North Nazimabad Town, Karachi, Karachi City, Sindh",United King,Yes,No,4.3,021-36637000,Block D North Nazimabad Town,"Lunch,
Quick bites",Beverages,5250,10,Lunch,Karachi,
"W2RX+FJF, Block H North Nazimabad Town, Karachi, Karachi City, Sindh",Karachi Broast,Yes,No,3.8,021-111276278,Block H North Nazimabad Town,"Lunch,
Quick bites",FastFood,1000,2,Lunch,Karachi,
"W2RX+FJF, Block H North Nazimabad Town, Karachi, Karachi City, Sindh",Karachi Broast,Yes,No,3.8,021-111276278,Block H North Nazimabad Town,"Lunch,
Quick bites",Beverages,1000,2,Lunch,Karachi,
"W2RX+FJF, Block H North Nazimabad Town, Karachi, Karachi City, Sindh",Karachi Broast,Yes,No,3.8,021-111276278,Block H North Nazimabad Town,"Lunch,
Quick bites",FastFood,2000,4,Lunch,Karachi,
"W2RX+FJF, Block H North Nazimabad Town, Karachi, Karachi City, Sindh",Karachi Broast,Yes,No,3.8,021-111276278,Block H North Nazimabad Town,"Lunch,
Quick bites",Beverages,2000,4,Lunch,Karachi,
"W2RX+FJF, Block H North Nazimabad Town, Karachi, Karachi City, Sindh",Karachi Broast,Yes,No,3.8,021-111276278,Block H North Nazimabad Town,"Lunch,
Quick bites",FastFood,3000,6,Lunch,Karachi,
"W2RX+FJF, Block H North Nazimabad Town, Karachi, Karachi City, Sindh",Karachi Broast,Yes,No,3.8,021-111276278,Block H North Nazimabad Town,"Lunch,
Quick bites",Beverages,3000,6,Lunch,Karachi,
"W2RX+FJF, Block H North Nazimabad Town, Karachi, Karachi City, Sindh",Karachi Broast,Yes,No,3.8,021-111276278,Block H North Nazimabad Town,"Lunch,
Quick bites",FastFood,4000,8,Lunch,Karachi,
"W2RX+FJF, Block H North Nazimabad Town, Karachi, Karachi City, Sindh",Karachi Broast,Yes,No,3.8,021-111276278,Block H North Nazimabad Town,"Lunch,
Quick bites",Beverages,4000,8,Lunch,Karachi,
"W2RX+FJF, Block H North Nazimabad Town, Karachi, Karachi City, Sindh",Karachi Broast,Yes,No,3.8,021-111276278,Block H North Nazimabad Town,"Lunch,
Quick bites",FastFood,5000,10,Lunch,Karachi,
"W2RX+FJF, Block H North Nazimabad Town, Karachi, Karachi City, Sindh",Karachi Broast,Yes,No,3.8,021-111276278,Block H North Nazimabad Town,"Lunch,
Quick bites",Beverages,5000,10,Lunch,Karachi,
"Plot # 8C 10th Commercial Ln, Phase V Defence V Zamzama, Karachi, Karachi City, Sindh 75596",FLOC - for the love of coffee,Yes,No,4.1,021-35833555,Phase V Defence V Zamzama,"Lunch,
Breakfast",FastFood,2250,2,Lunch,Karachi,
"Plot # 8C 10th Commercial Ln, Phase V Defence V Zamzama, Karachi, Karachi City, Sindh 75596",FLOC - for the love of coffee,Yes,No,4.1,021-35833555,Phase V Defence V Zamzama,"Lunch,
Breakfast",Chinese,2250,2,Lunch,Karachi,
"Plot # 8C 10th Commercial Ln, Phase V Defence V Zamzama, Karachi, Karachi City, Sindh 75596",FLOC - for the love of coffee,Yes,No,4.1,021-35833555,Phase V Defence V Zamzama,"Lunch,
Breakfast",Pakistani,2250,2,Lunch,Karachi,
"Plot # 8C 10th Commercial Ln, Phase V Defence V Zamzama, Karachi, Karachi City, Sindh 75596",FLOC - for the love of coffee,Yes,No,4.1,021-35833555,Phase V Defence V Zamzama,"Lunch,
Breakfast",Dessert,2250,2,Lunch,Karachi,
"Plot # 8C 10th Commercial Ln, Phase V Defence V Zamzama, Karachi, Karachi City, Sindh 75597",FLOC - for the love of coffee,Yes,No,4.1,021-35833555,Phase V Defence V Zamzama,"Lunch,
Breakfast",FastFood,4699,4,Lunch,Karachi,
"Plot # 8C 10th Commercial Ln, Phase V Defence V Zamzama, Karachi, Karachi City, Sindh 75597",FLOC - for the love of coffee,Yes,No,4.1,021-35833555,Phase V Defence V Zamzama,"Lunch,
Breakfast","Chinese,
",4699,4,Lunch,Karachi,
"Plot # 8C 10th Commercial Ln, Phase V Defence V Zamzama, Karachi, Karachi City, Sindh 75597",FLOC - for the love of coffee,Yes,No,4.1,021-35833555,Phase V Defence V Zamzama,"Lunch,
Breakfast",Pakistani,4699,4,Lunch,Karachi,
"Plot # 8C 10th Commercial Ln, Phase V Defence V Zamzama, Karachi, Karachi City, Sindh 75597",FLOC - for the love of coffee,Yes,No,4.1,021-35833555,Phase V Defence V Zamzama,"Lunch,
Breakfast",Dessert,4699,4,Lunch,Karachi,
"Plot # 8C 10th Commercial Ln, Phase V Defence V Zamzama, Karachi, Karachi City, Sindh 75598",FLOC - for the love of coffee,Yes,No,4.1,021-35833555,Phase V Defence V Zamzama,"Lunch,
Breakfast",FastFood,7250,6,Lunch,Karachi,
"Plot # 8C 10th Commercial Ln, Phase V Defence V Zamzama, Karachi, Karachi City, Sindh 75598",FLOC - for the love of coffee,Yes,No,4.1,021-35833555,Phase V Defence V Zamzama,"Lunch,
Breakfast",Chinese,7250,6,Lunch,Karachi,
"Plot # 8C 10th Commercial Ln, Phase V Defence V Zamzama, Karachi, Karachi City, Sindh 75598",FLOC - for the love of coffee,Yes,No,4.1,021-35833555,Phase V Defence V Zamzama,"Lunch,
Breakfast",Pakistani,7250,6,Lunch,Karachi,
"Plot # 8C 10th Commercial Ln, Phase V Defence V Zamzama, Karachi, Karachi City, Sindh 75598",FLOC - for the love of coffee,Yes,No,4.1,021-35833555,Phase V Defence V Zamzama,"Lunch,
Breakfast",Dessert,7250,6,Lunch,Karachi,
"Plot # 8C 10th Commercial Ln, Phase V Defence V Zamzama, Karachi, Karachi City, Sindh 75599",FLOC - for the love of coffee,Yes,No,4.1,021-35833555,Phase V Defence V Zamzama,"Lunch,
Breakfast",FastFood,9499,8,Lunch,Karachi,
"Plot # 8C 10th Commercial Ln, Phase V Defence V Zamzama, Karachi, Karachi City, Sindh 75599",FLOC - for the love of coffee,Yes,No,4.1,021-35833555,Phase V Defence V Zamzama,"Lunch,
Breakfast",Chinese,9499,8,Lunch,Karachi,
"Plot # 8C 10th Commercial Ln, Phase V Defence V Zamzama, Karachi, Karachi City, Sindh 75599",FLOC - for the love of coffee,Yes,No,4.1,021-35833555,Phase V Defence V Zamzama,"Lunch,
Breakfast",Pakistani,9499,8,Lunch,Karachi,
"Plot # 8C 10th Commercial Ln, Phase V Defence V Zamzama, Karachi, Karachi City, Sindh 75599",FLOC - for the love of coffee,Yes,No,4.1,021-35833555,Phase V Defence V Zamzama,"Lunch,
Breakfast",Dessert,9499,8,Lunch,Karachi,
"Plot # 8C 10th Commercial Ln, Phase V Defence V Zamzama, Karachi, Karachi City, Sindh 75600",FLOC - for the love of coffee,Yes,No,4.1,021-35833555,Phase V Defence V Zamzama,"Lunch,
Breakfast",FastFood,11800,10,Lunch,Karachi,
"Plot # 8C 10th Commercial Ln, Phase V Defence V Zamzama, Karachi, Karachi City, Sindh 75600",FLOC - for the love of coffee,Yes,No,4.1,021-35833555,Phase V Defence V Zamzama,"Lunch,
Breakfast",Chinese,11800,10,Lunch,Karachi,
"Plot # 8C 10th Commercial Ln, Phase V Defence V Zamzama, Karachi, Karachi City, Sindh 75600",FLOC - for the love of coffee,Yes,No,4.1,021-35833555,Phase V Defence V Zamzama,"Lunch,
Breakfast",Pakistani,11800,10,Lunch,Karachi,
"Plot # 8C 10th Commercial Ln, Phase V Defence V Zamzama, Karachi, Karachi City, Sindh 75600",FLOC - for the love of coffee,Yes,No,4.1,021-35833555,Phase V Defence V Zamzama,"Lunch,
Breakfast",Dessert,11800,10,Lunch,Karachi,
"Near Darul Sehat Hospital, Block 14 Gulistan-e-Johar, Karachi, Karachi City, Sindh",Frenchies,No,No,3.8,0324 2512020,Block 14 Gulistan e Johar,Quick Bites,FastFood,950,2,"Dinner,
Quick bites",Karachi,
"Near Darul Sehat Hospital, Block 14 Gulistan-e-Johar, Karachi, Karachi City, Sindh",Frenchies,No,No,3.8,0324 2512020,Block 14 Gulistan e Johar,Quick Bites,FastFood,1800,4,"Dinner,
Quick bites",Karachi,
"Near Darul Sehat Hospital, Block 14 Gulistan-e-Johar, Karachi, Karachi City, Sindh",Frenchies,No,No,3.8,0324 2512020,Block 14 Gulistan e Johar,Quick Bites,FastFood,2899,6,"Dinner,
Quick bites",Karachi,
"Near Darul Sehat Hospital, Block 14 Gulistan-e-Johar, Karachi, Karachi City, Sindh",Frenchies,No,No,3.8,0324 2512020,Block 14 Gulistan e Johar,Quick Bites,FastFood,3799,8,"Dinner,
Quick bites",Karachi,
"Near Darul Sehat Hospital, Block 14 Gulistan-e-Johar, Karachi, Karachi City, Sindh",Frenchies,No,No,3.8,0324 2512020,Block 14 Gulistan e Johar,Quick Bites,FastFood,4699,10,"Dinner,
Quick bites",Karachi,
"Sindhi Muslim Cooperative Housing Society Block A Sindhi Muslim CHS (SMCHS), Karachi, Karachi City, Sindh",Gloria Jean's,Yes,No,4.1,021-34534178,Block A Sindhi Muslim,"Breakfast,
Lunch",FastFood,1450,2,"Lunch, BreakFast",Karachi,
"Sindhi Muslim Cooperative Housing Society Block A Sindhi Muslim CHS (SMCHS), Karachi, Karachi City, Sindh",Gloria Jean's,Yes,No,4.1,021-34534178,Block A Sindhi Muslim,"Breakfast,
Lunch",Continental,1450,2,"Lunch, BreakFast",Karachi,
"Sindhi Muslim Cooperative Housing Society Block A Sindhi Muslim CHS (SMCHS), Karachi, Karachi City, Sindh",Gloria Jean's,Yes,No,4.1,021-34534178,Block A Sindhi Muslim,"Breakfast,
Lunch",FastFood,2900,4,"Lunch, BreakFast",Karachi,
"Sindhi Muslim Cooperative Housing Society Block A Sindhi Muslim CHS (SMCHS), Karachi, Karachi City, Sindh",Gloria Jean's,Yes,No,4.1,021-34534178,Block A Sindhi Muslim,"Breakfast,
Lunch",Continental,2900,4,"Lunch, BreakFast",Karachi,
"Sindhi Muslim Cooperative Housing Society Block A Sindhi Muslim CHS (SMCHS), Karachi, Karachi City, Sindh",Gloria Jean's,Yes,No,4.1,021-34534178,Block A Sindhi Muslim,"Breakfast,
Lunch",FastFood,3450,6,"Lunch, BreakFast",Karachi,
"Sindhi Muslim Cooperative Housing Society Block A Sindhi Muslim CHS (SMCHS), Karachi, Karachi City, Sindh",Gloria Jean's,Yes,No,4.1,021-34534178,Block A Sindhi Muslim,"Breakfast,
Lunch",Continental,3450,6,"Lunch, BreakFast",Karachi,
"Sindhi Muslim Cooperative Housing Society Block A Sindhi Muslim CHS (SMCHS), Karachi, Karachi City, Sindh",Gloria Jean's,Yes,No,4.1,021-34534178,Block A Sindhi Muslim,"Breakfast,
Lunch",FastFood,5899,8,"Lunch, BreakFast",Karachi,
"Sindhi Muslim Cooperative Housing Society Block A Sindhi Muslim CHS (SMCHS), Karachi, Karachi City, Sindh",Gloria Jean's,Yes,No,4.1,021-34534178,Block A Sindhi Muslim,"Breakfast,
Lunch",Continental,5899,8,"Lunch, BreakFast",Karachi,
"Sindhi Muslim Cooperative Housing Society Block A Sindhi Muslim CHS (SMCHS), Karachi, Karachi City, Sindh",Gloria Jean's,Yes,No,4.1,021-34534178,Block A Sindhi Muslim,"Breakfast,
Lunch",FastFood,7499,10,"Lunch, BreakFast",Karachi,
"Sindhi Muslim Cooperative Housing Society Block A Sindhi Muslim CHS (SMCHS), Karachi, Karachi City, Sindh",Gloria Jean's,Yes,No,4.1,021-34534178,Block A Sindhi Muslim,"Breakfast,
Lunch",Continental,7499,10,"Lunch, BreakFast",Karachi,
"B-698, Federal B Area Block 13 Gulberg Town, Karachi, Karachi City, Sindh 75946",Studio 7teas,No,No,4.3,0323 7883467,Federal B Area Block 13 Gulberg Town,"Lunch,
Dinner","FastFood,
Chinese",1850,2,"Lunch, Dinner",Karachi,
"B-698, Federal B Area Block 13 Gulberg Town, Karachi, Karachi City, Sindh 75946",Studio 7teas,No,No,4.3,0323 7883467,Federal B Area Block 13 Gulberg Town,"Lunch,
Dinner","
Chinese",1850,2,"Lunch, Dinner",Karachi,
"B-698, Federal B Area Block 13 Gulberg Town, Karachi, Karachi City, Sindh 75946",Studio 7teas,No,No,4.3,0323 7883467,Federal B Area Block 13 Gulberg Town,"Lunch,
Dinner",Continental,1850,2,"Lunch, Dinner",Karachi,
"B-698, Federal B Area Block 13 Gulberg Town, Karachi, Karachi City, Sindh 75946",Studio 7teas,No,No,4.3,0323 7883467,Federal B Area Block 13 Gulberg Town,"Lunch,
Dinner","
BBQ",1850,2,"Lunch, Dinner",Karachi,
"B-698, Federal B Area Block 13 Gulberg Town, Karachi, Karachi City, Sindh 75947",Studio 7teas,No,No,4.3,0323 7883467,Federal B Area Block 13 Gulberg Town,"Lunch,
Dinner",FastFood,3799,4,"Lunch, Dinner",Karachi,
"B-698, Federal B Area Block 13 Gulberg Town, Karachi, Karachi City, Sindh 75947",Studio 7teas,No,No,4.3,0323 7883467,Federal B Area Block 13 Gulberg Town,"Lunch,
Dinner",Chinese,3799,4,"Lunch, Dinner",Karachi,
"B-698, Federal B Area Block 13 Gulberg Town, Karachi, Karachi City, Sindh 75947",Studio 7teas,No,No,4.3,0323 7883467,Federal B Area Block 13 Gulberg Town,"Lunch,
Dinner",Continental,3799,4,"Lunch, Dinner",Karachi,
"B-698, Federal B Area Block 13 Gulberg Town, Karachi, Karachi City, Sindh 75947",Studio 7teas,No,No,4.3,0323 7883467,Federal B Area Block 13 Gulberg Town,"Lunch,
Dinner",BBQ,3799,4,"Lunch, Dinner",Karachi,
"B-698, Federal B Area Block 13 Gulberg Town, Karachi, Karachi City, Sindh 75948",Studio 7teas,No,No,4.3,0323 7883467,Federal B Area Block 13 Gulberg Town,"Lunch,
Dinner",FastFood,5700,6,"Lunch, Dinner",Karachi,
"B-698, Federal B Area Block 13 Gulberg Town, Karachi, Karachi City, Sindh 75948",Studio 7teas,No,No,4.3,0323 7883467,Federal B Area Block 13 Gulberg Town,"Lunch,
Dinner",Chinese,5700,6,"Lunch, Dinner",Karachi,
"B-698, Federal B Area Block 13 Gulberg Town, Karachi, Karachi City, Sindh 75948",Studio 7teas,No,No,4.3,0323 7883467,Federal B Area Block 13 Gulberg Town,"Lunch,
Dinner",Continental,5700,6,"Lunch, Dinner",Karachi,
"B-698, Federal B Area Block 13 Gulberg Town, Karachi, Karachi City, Sindh 75948",Studio 7teas,No,No,4.3,0323 7883467,Federal B Area Block 13 Gulberg Town,"Lunch,
Dinner",BBQ,5700,6,"Lunch, Dinner",Karachi,
"B-698, Federal B Area Block 13 Gulberg Town, Karachi, Karachi City, Sindh 75949",Studio 7teas,No,No,4.3,0323 7883467,Federal B Area Block 13 Gulberg Town,"Lunch,
Dinner",FastFood,7650,8,"Lunch, Dinner",Karachi,
"B-698, Federal B Area Block 13 Gulberg Town, Karachi, Karachi City, Sindh 75949",Studio 7teas,No,No,4.3,0323 7883467,Federal B Area Block 13 Gulberg Town,"Lunch,
Dinner",Chinese,7650,8,"Lunch, Dinner",Karachi,
"B-698, Federal B Area Block 13 Gulberg Town, Karachi, Karachi City, Sindh 75949",Studio 7teas,No,No,4.3,0323 7883467,Federal B Area Block 13 Gulberg Town,"Lunch,
Dinner",Continental,7650,8,"Lunch, Dinner",Karachi,
"B-698, Federal B Area Block 13 Gulberg Town, Karachi, Karachi City, Sindh 75949",Studio 7teas,No,No,4.3,0323 7883467,Federal B Area Block 13 Gulberg Town,"Lunch,
Dinner",BBQ,7650,8,"Lunch, Dinner",Karachi,
"B-698, Federal B Area Block 13 Gulberg Town, Karachi, Karachi City, Sindh 75950",Studio 7teas,No,No,4.3,0323 7883467,Federal B Area Block 13 Gulberg Town,"Lunch,
Dinner",FastFood,9650,10,"Lunch, Dinner",Karachi,
"B-698, Federal B Area Block 13 Gulberg Town, Karachi, Karachi City, Sindh 75950",Studio 7teas,No,No,4.3,0323 7883467,Federal B Area Block 13 Gulberg Town,"Lunch,
Dinner",Chinese,9650,10,"Lunch, Dinner",Karachi,
"B-698, Federal B Area Block 13 Gulberg Town, Karachi, Karachi City, Sindh 75950",Studio 7teas,No,No,4.3,0323 7883467,Federal B Area Block 13 Gulberg Town,"Lunch,
Dinner",Continental,9650,10,"Lunch, Dinner",Karachi,
